Product,Selling Price,Current stock,SKU,Image _url
Samsung Wirless Charger,"৳ 1,230.00",1.00 Pieces,9728,
"Sata Cable for Desktop PC 2.5"" Sata HDD 50CM (GGNL) (Sata-287450)",৳ 35.00,98.00 Pieces,9729,
SATA IDE CABLE,৳ 50.00,3.00 Pieces,9730,
SATA POWER CABLE,৳ 120.00,8.00 Pieces,9731,
Satto CG408TT Print Head,"৳ 14,500.00",0.00 Pieces,9732,
Scanner Assembly For Hp P1102 P1102W P1106 P1108 1102 1106 1108 1102,৳ 800.00,-1.00 Pieces,9733,
Scanner Assembly For Hp P1102 P1102W P1106 P1108 1102 1106 1108 1102(Imported),"৳ 1,500.00",27.00 Pieces,9734,
Scanner Assembly HP LaserJet 1200 Printer,"৳ 1,500.00",0.00 Pieces,9735,
Scanner Board For Hp LaserJet M880 / M830 Series (A2W75-67904),"৳ 11,500.00",1.00 Pieces,9736,
Scanner Cable (MBR),৳ 500.00,0.00 Pieces,9737,
Scanner Cable For Brother T310,৳ 170.00,4.00 Pieces,9738,
Scanner Cable for Epson L210 / L211 / L220 / L350 / L351 / L353 / L355 / L358 / L360 / L363 / L365 / L450 / L455 / L551 / L565,৳ 280.00,60.00 Pieces,9739,
Scanner Cable for Epson L210 / L211 / L220 / L350 / L351 / L353 / L355 / L358 / L360 / L363 / L365 / L450 / L455 / L551 / L565(Imported),৳ 0.00,0.00 Pieces,9740,
Scanner Cable for Epson L3110 / L3150 / L6160 / L6170 / L6190 / M2140 / l3115 / l3116 / L3156,৳ 280.00,193.00 Pieces,9741,
Scanner Cable for Epson L4150 / L4156 / L4158 / L4160 / L4163 / L4165 / L4166 / L4168 / L4169 / L5190 / L6168 / L6178 / L6198 /5190 (GGNL),৳ 550.00,14.00 Pieces,9742,
Scanner Cable for HP M252 / M274 / M277 / M377 / M452 / M477 Scan flat flex cable 6+14 Pin,৳ 700.00,29.00 Pieces,9743,
Scanner Cable HP M400,৳ 800.00,0.00 Pieces,9744,
Scanner Cable Set Compatible for EPSON L100 / L110 / L130 / L200 / L210 / L220 / L300 / L310 / L350 / L355 / L360 / L365 / L455 / L550 / L555 / L565 / L1300 Inkjet Printer (1749772),৳ 0.00,0.00 Pieces,9745,
Scanner Cable TOSHIBA 2523a,৳ 800.00,5.00 Pieces,9746,
Scanner Feed Roller Kits for HP Scan Jet Pro 2500F1 / L2747 Pickup Roller (L2747-60001) Full Pickup,"৳ 1,500.00",21.00 Pieces,9747,
Scanner Feed Roller Kits for HP Scan Jet Pro 2500F1 / L2747 Pickup Roller Tires (L2747-60001),৳ 900.00,28.00 Pieces,9748,
Scanner For Brother HL-L5000 / L5100 / L5500 / L6200 (LU9251),"৳ 2,800.00",4.00 Pieces,9749,
Scanner Head Scanner FAX-L90 FOR CANON LIDE L100 / L120 / L140 / L160,"৳ 1,200.00",4.00 Pieces,9750,
Scanner Kits for HP Scan Jet Pro 2500F1 / L2747 Pickup Roller (L2747-60001) Full Pickup KIT,"৳ 4,500.00",2.00 Pieces,13932,
Scanner Lamp for Toshiba E Studio-2809A Original Refurbished (Imported),"৳ 2,000.00",0.00 Pieces,9751,
Scanner Laser Assembly For HP Color LaserJet pro M252 / M277 / M274 / RM2-5540,"৳ 3,500.00",4.00 Pieces,9752,
Scanner Laser HP-M607 / M608 / M609,"৳ 5,800.00",2.00 Pieces,9753,
Scanner Laser Unit For HP LaserJet 1000 / 1200 Printer (RG0-1098),"৳ 1,500.00",3.00 Pieces,9754,
Scanner Laser Unit for Toshiba Estudio 2006 /2303 / 2303AM / 2306 / 2307 / 2506 / 2507 (Imported),"৳ 3,000.00",0.00 Pieces,9755,
Scanner Laser Unit M435 / M706 / M701 / M435NW / 435 / 701 / 706,"৳ 4,500.00",1.00 Pieces,9756,
Scanner Motor (MBR),৳ 700.00,0.00 Pieces,9757,
Scanner Motor Cable (6pin) for Epson L4150 / L4156 / L4158 / L4160 / L5190 / L6168 (398066),৳ 400.00,0.00 Pieces,9758,
Scanner Motor Unit Fit for Epson L3110/ L3150 / L3156 / L4150 / L4160 / L5190 / L6160 / L6170 / L6190 / L3116 / L3118 / L3117 / L3119 / L3109 / L3158 (2143656),"৳ 1,800.00",3.00 Pieces,9759,
Scanner Power Cable (Imported) (668490),৳ 220.00,4.00 Pieces,9760,
Scanner Repair Canon Lide-120,"৳ 1,500.00",0.00 Pieces,9761,
Scanner Unit for EPSON L3108 / L3109 / L3110 / L3118 / L3116 / L3119 (GGNL),"৳ 3,500.00",4.00 Pieces,9762,
Scanner Unit for HP LaserJet 1020 / 1018 / M1005 Printer (RM1-2084 RM1-2013 RM1-4743) (Imported),"৳ 1,000.00",0.00 Pieces,9763,
Scanner Unit for HP LaserJet 1020 / 1018 / M1005 Printer (RM1-2084 RM1-2013 RM1-4743) (MBR),"৳ 1,000.00",0.00 Pieces,9764,
Scanner Unit for HP LaserJet 1020 / 1018 / M1005 Printer (RM1-2084) ( RM1-2013) (RM1-4743),"৳ 1,500.00",14.00 Pieces,9765,
Scanner Unit for HP M26A (RM1-74711CE),"৳ 1,500.00",5.00 Pieces,9766,
Scanner Unit HP 1160 / 1320 / 2015 / Canon LBP 3300 / 3390 (GGNL),"৳ 1,500.00",12.00 Pieces,9767,
Scanner Unit HP 1160 / 1320 / 2015 LBP-3300 / 3390,"৳ 1,500.00",-2.00 Pieces,9768,
Scanner Unit HP 1160 1320 2015 lbp 3300 3390,৳ 900.00,0.00 Pieces,9769,
Scanner Unit HP LaserJet M402/M403/M426,"৳ 1,800.00",1.00 Pieces,9770,
Scanner Unit HP LaserJet M402/M403/M426 (GGNL),"৳ 1,800.00",62.00 Pieces,9771,
Scanner Unit HP LaserJet P2055/2035/2055D/2055DN,"৳ 1,500.00",22.00 Pieces,9772,
Scanner Unit HP LaserJet P3015/Enterprise 500 MFP / M525dn / M525f / P3015d / P3015dn / M521/ CANON-6780,"৳ 1,500.00",16.00 Pieces,9773,
Scanner Unit HP LaserJet PRO-400/401/425,"৳ 1,400.00",8.00 Pieces,9774,
Scanner Unit HP LaserJet PRO-400/401/425 (GGNL),"৳ 1,500.00",25.00 Pieces,9775,
Scanner Unit HP LaserJet PRO-400/401/425(Imported),"৳ 1,700.00",0.00 Pieces,9776,
Scanner Unit HP LJ-1300,"৳ 2,500.00",0.00 Pieces,9777,
Scanner Unit Repair (MBR),৳ 500.00,0.00 Pieces,9778,
Scanner/Laser Unit 6200 / 6230 / MF 4410 / 4412 / 4450 / 4452 / D520 / D530 / L190 / 4710 / 4712,"৳ 1,500.00",2.00 Pieces,9779,
Scanner/Laser Unit 6200 / 6230 / MF 4410 / 4412 / 4450 / 4452 / D520 / D530 / L190 / 4710 / 4712 (MBR),"৳ 1,500.00",0.00 Pieces,9780,
Scanner/Laser Unit 6200 / 6230 / MF 4410 / 4412 / 4450 / 4452 / D520 / D530 / L190 / 4710 / 4712 (RM1-7489) (RM1-7560-000),"৳ 1,500.00",20.00 Pieces,9781,
Scraper,"৳ 1,200.00",1.00 Pieces,9782,
Screen Protector 14.6 Inch,৳ 150.00,5.00 Pieces,9783,
SEAGATE HARD DISK 500 GB GRADE-A,"৳ 1,500.00",0.00 Pieces,9784,
Sensor Flag Fixing Outlet FOR CANON IR-2520 (FC9-0748-000) (Imported),৳ 700.00,-1.00 Pieces,9785,
Sensor For Canon 6230 (Imported),"৳ 1,300.00",0.00 Pieces,9786,
Sensor for Motor with Cable Canon 6030 /1102 (FM1-F809-000),৳ 700.00,0.00 Pieces,9787,
Sensor Motor for Epson R330 / R290 / T50 / L800 / L805 printer Lift Sensor (3890559),৳ 600.00,8.00 Pieces,9788,
Sensor PE ASF MP237 / IP2770 / MP258 / MP287 (QM7-2652),৳ 500.00,29.00 Pieces,9789,
Sensor Pe ASF Roll Sensor for Canon mp237 IP2770 / MP258 / MP28 (QM3-7239),৳ 500.00,13.00 Pieces,9790,
Sensor Timing Disk L1110 / L3110 / L3150 / L3116 / L3156 / L4150 / L4160 / L5190 / L6160 / L6170 / L6190 (2181518),৳ 500.00,48.00 Pieces,9791,
"Separation & Pickup feed roller Tray 2, M607 /M 608 / M609 / M607 / M608 / M609 /  M631 / M632 / M633 (J8J70-67904 / RM2-1275 /  RM2-6772)","৳ 2,800.00",15.00 Pieces,9793,
Separation for EPSON Workforce Pro WF C869R / C878R / C879R / C8190 / C8690 (1701851),"৳ 1,500.00",2.00 Pieces,9794,
Separation Pad and Holder Assembly 1 and 2 for HP LaserJet M3027 / M3035 / MFP P3005 (RM1-3738),৳ 150.00,4.00 Pieces,9795,
Separation Pad Assay for HP LaserJet P1005 / P1108 / M1136 / M125 / M126 / M1139 / M1219 / P1006 / P1009 / M1132 / M1212 / M1213 / M1214 / M1216 / M1217 / M1227 / M12A / M125 / M127 / M26A /,৳ 250.00,4.00 Pieces,9796,
Separation Pad Assembly for HP LJ M525 / P3015 / M425 / M521 Tray-2 (RM1-6303),৳ 500.00,10.00 Pieces,9797,
Separation Pad Assembly for HP LJ M525 / P3015 / M425 / M521 Tray-2 (RM1-6303) (Imported),৳ 600.00,-1.00 Pieces,9798,
Separation Pad Assembly HP LaserJet CP5525 / 5225 / M750 / M775 (RM1-6163),"৳ 1,000.00",5.00 Pieces,9799,
Separation Pad ASSY Full for HP M1130 / M1132 / M1136 / M1212 / M1213 / M1217 / 1106 / P1108 / M1218 / P1102 / P1108 (RM1-4006-Full)(RM2-5131),৳ 500.00,10.00 Pieces,9800,
Separation Pad ASSY Full for HP M1130 / M1132 / M1136 / M1212 / M1213 / M1217 / 1106 / P1108 / M1218 / P1102 / P1108 (RM1-4006-Without Blue Part)(RM2-5131),৳ 450.00,3.00 Pieces,13976,
Separation Pad Compatible with Kodak Scanner I1200 / i1300 / i1210 / i1220 / i1310 / i1320 / i2000 / i2400 / i2600 / i2800 / ss500 / ss520 / PS400 / PS800 / PS450 / (S1484864),৳ 350.00,5.00 Pieces,9801,
Separation Pad Feed Roller with ADF Receiver for CANON 2530 / 2535 / 2545 / 3225 / 3230 / 3235 / 3245 / 4025 / 4035 / 4045 / 4051 / 4225 / 4245 / 4235 (304606793279),"৳ 2,500.00",5.00 Pieces,9802,
SEPARATION PAD for Canon Image RUNNER 2202 / 2002 / 2204 / 2520 / 2525 / 2530 / 2535 / 2545,৳ 150.00,9.00 Pieces,9803,
Separation PAD for HP 103A / 107A / 108A / 108W / 131A / 133PN / 135A / 136A / 136W / 136NW / 138P / 138PN / 138PNW,৳ 200.00,20.00 Pieces,13706,
Separation Pad for LaserJet 1160 / 1320 / 2410 / 2420 / 2430 / P2015 (RL1-2115-000),৳ 300.00,8.00 Pieces,9804,
Separation Pad for LaserJet 1160 / 1320 / 2410 /2420 / 2430 / P2015 (RM1-1298-000),৳ 300.00,10.00 Pieces,9805,
Separation Pad for Pantum P2500 / P2505DN / P2550 / M6500 / 6600 / M6505 / M6606 (00680),৳ 500.00,10.00 Pieces,9806,
Separation Pad HP LaserJet MFP M433 / M433a / M436 / M436dn / M436n / M436nd ( JC93-00830A),৳ 500.00,19.00 Pieces,9807,
"Separation Pad Tray -1, HP LaserJet Pro M402 / M403 / M426 (RL2-0657)",৳ 500.00,40.00 Pieces,9808,
Separation Pad Tray -3 For HP LaserJet 2200 / 2410 / 2420 / 2430 (RB2-6474-000),৳ 200.00,15.00 Pieces,7014,
SEPARATION PAD TRAY 2 FOR CANON LBP-3300 / LBP-3310 / LBP-3360 / LBP-3370 / 3410 / 3460 / 6280 / HP 1160 / 1320 / 2410 / 2420 / 2430 / M2727 / P2014 / P2015 (RM1-1298) (FM2-6707 - FM2-6009),৳ 600.00,10.00 Pieces,9809,
Separation Pad tray-1 for HP LaserJet 2300 / 2410 / 2420 / 2430 / M3027 / M3035 / P3005 / 3500 / 3550 / 3700 / 2300 / (RC1-0939-000),৳ 300.00,25.00 Pieces,9810,
Separation Pad Tray-1 for HP LaserJet 4200 / 4250 / 4300 / 4345 /4350 / M4345 / M4345x / (RL1-0007-000) (RF5-3750-020),৳ 550.00,15.00 Pieces,9811,
Separation Pad Tray-1 for HP P3015 / MFP M521 / 500 / MFP M525 / (RC2-8575),৳ 600.00,4.00 Pieces,9812,
Separation Pad with Frame Tray 1 for HP 5200 / M435 / M701 / M706 / M712 Printer (RM1-2462),৳ 500.00,10.00 Pieces,9813,
Separation Pad with Frame Tray 1 for HP LaserJet 2100 / 2200 (RB2-6348-000),৳ 500.00,15.00 Pieces,9814,
Separation Pad with Frame Tray 2 for HP LaserJet (LJ) P2035 / P2035N / P2055 / M425 (RM1-6397),৳ 300.00,3.00 Pieces,9815,
Separation Pad without Frame Tray 2 for HP LaserJet (LJ) P2035 / P2035N / P2055 / M425 (RM1-6397A),৳ 250.00,5.00 Pieces,9816,
Separation Pickup Roller for HP M252 / M254 / M274 / M277 / M281 / M377 / M452 / M454 / M477 (RM2-5576 / RM2-5881 / RM2-5577),৳ 900.00,12.00 Pieces,9817,
"Separation Roller Assy, T2/3 HP LaserJet Enterprise M402 / M403 (RM2-597-000) Carrie",৳ 600.00,28.00 Pieces,9818,
"Separation Roller Assy, T2/3 HP LaserJet Enterprise M501 / M506 (RM2-5745-000) GGNL",৳ 750.00,18.00 Pieces,9819,
Separation Roller for Canon Faxphone L100 / L170 (FL38101000),৳ 950.00,5.00 Pieces,9820,
Separation Roller for Pantum BP5100 / BM5100 / M6700 / M6800 / M7100 / P3010 / P3300 (301022320001),৳ 500.00,20.00 Pieces,9821,
Separation Roller Kit set For HP LaserJet Enterprise M600 / M601 / M602 / M603 / M604 / M605 / M606 / P4014 / P4015 / P4515 /   MFP M630 / M4555 /   / Multipurpose Tray 1 (RL1-1654-000),৳ 350.00,40.00 Pieces,9822,
Separation Roller Tray 1 Compatible for Laser Printer Enterprise M607 / M608 / M609 / M631 /M632 /M633 (RL2-0079-000),৳ 200.00,25.00 Pieces,13803,
Seperation Pad MPT For Canon LBP 8780 (SEP2-8780),৳ 400.00,20.00 Pieces,9823,
Service Chare For M607 / M608 / M609 / M631 / M633,"৳ 2,000.00",0.00 Pieces,9824,
Service Chare For M610,"৳ 2,500.00",0.00 Pieces,9825,
Service charge,৳ 500.00,0.00 Pieces,9826,
Service Charge,৳ 700.00,-2.00 Pieces,13809,
Service Charge  For Canon IR-2016,"৳ 1,000.00",0.00 Pieces,9827,
Service Charge  for Epson L6170,৳ 500.00,0.00 Pieces,9828,
Service Charge Brother DCP T300,"৳ 1,000.00",0.00 Pieces,9829,
Service Charge Brother HL-2300,৳ 800.00,0.00 Pieces,9830,
Service Charge Brother MFC-I2700DW,"৳ 1,000.00","11,106.00 Pieces",9831,
Service Charge Brother T220,৳ 500.00,0.00 Pieces,9832,
Service Charge Canon 6030,৳ 500.00,0.00 Pieces,9833,
Service Charge Canon 6030,৳ 700.00,-3.00 Pieces,13765,
Service Charge Canon 6230DN,৳ 500.00,0.00 Pieces,9834,
Service Charge Canon 6230DN,৳ 500.00,-1.00 Pieces,13742,
Service Charge Canon G1010,৳ 500.00,0.00 Pieces,9835,
Service Charge Canon G2010,"৳ 1,000.00",0.00 Pieces,9836,
Service Charge Canon IR-2520,"৳ 2,000.00",0.00 Pieces,9837,
Service Charge Canon LBP 6000,৳ 500.00,0.00 Pieces,9838,
Service Charge Canon LBP-3150,৳ 500.00,0.00 Pieces,9839,
Service Charge Canon Lide-300,৳ 500.00,0.00 Pieces,9840,
Service Charge Canon MP287,৳ 500.00,0.00 Pieces,9841,
Service Charge CANON Scanner,৳ 800.00,"1,110.00 Pieces",9842,
SERVICE CHARGE EPSON DFX-9000,"৳ 1,500.00",0.00 Pieces,9843,
SERVICE CHARGE EPSON L-110,৳ 800.00,"9,995.00 Pieces",9844,
SERVICE CHARGE EPSON L-130,৳ 800.00,"99,972.00 Pieces",9845,
SERVICE CHARGE EPSON L-1300,"৳ 1,500.00","9,995.00 Pieces",9846,
SERVICE CHARGE EPSON L-1800,"৳ 1,000.00",0.00 Pieces,9847,
SERVICE CHARGE EPSON L-210,৳ 800.00,998.00 Pieces,9848,
SERVICE CHARGE EPSON L-220,৳ 500.00,0.00 Pieces,9849,
Service Charge Epson L-3110,"৳ 1,000.00",0.00 Pieces,9850,
Service Charge Epson L-3110,৳ 0.00,-6.00 Pieces,13741,
SERVICE CHARGE EPSON L-360,৳ 400.00,-1.00 Pieces,9851,
SERVICE CHARGE EPSON L-565,৳ 700.00,0.00 Pieces,9852,
SERVICE CHARGE EPSON L-6190,"৳ 1,200.00","111,109.00 Pieces",9853,
SERVICE CHARGE EPSON L-800,৳ 800.00,"1,000.00 Pieces",9854,
Service Charge Epson L-805,"৳ 1,000.00",0.00 Pieces,9855,
Service Charge Epson L-805 (Imported),"৳ 1,000.00",-1.00 Pieces,9856,
Service Charge Epson L3210 Printer,৳ 500.00,0.00 Pieces,9857,
Service Charge Epson L3210 Printer,৳ 0.00,--,13710,
Service Charge Epson L3250,৳ 500.00,0.00 Pieces,9858,
SERVICE CHARGE EPSON M100,"৳ 1,200.00","99,999.00 Pieces",9859,
SERVICE CHARGE EPSON M100(IMPORTED),"৳ 1,200.00",0.00 Pieces,9860,
SERVICE CHARGE EPSON TM-U220,৳ 500.00,"9,990.00 Pieces",9861,
Service Charge Foe HP M102A,৳ 300.00,0.00 Pieces,9862,
Service Charge For Brother DCP-T420W,৳ 0.00,-1.00 Pieces,13972,
Service charge for Brother HL-1210W,৳ 800.00,0.00 Pieces,9863,
Service Charge For Brother HL-2300,৳ 500.00,-1.00 Pieces,13965,
Service Charge For BROTHER HL-2365DW,৳ 500.00,1.00 Pieces,9864,
Service Charge for Brother T300,৳ 500.00,0.00 Pieces,9865,
Service Charge For Brother T310,৳ 500.00,0.00 Pieces,13881,
Service Charge For Canon 1210,"৳ 1,000.00",0.00 Pieces,9866,
Service Charge for Canon DR-C240,৳ 500.00,0.00 Pieces,9867,
Service Charge For CANON G2000,"৳ 1,000.00","11,110.00 Pieces",9868,
Service Charge for Canon G4010,"৳ 1,000.00",0.00 Pieces,9869,
Service Charge for Canon LBP 151,৳ 300.00,0.00 Pieces,9870,
Service charge for CANON LBP-3300,৳ 500.00,0.00 Pieces,9871,
Service charge for CANON LBP-3460,"৳ 1,000.00",0.00 Pieces,9872,
Service Charge For Canon MF,"৳ 1,500.00",0.00 Pieces,9873,
Service Charge for CANON Scaner,৳ 500.00,100.00 Pieces,9874,
service charge for dell optiplex 390,"৳ 1,000.00",0.00 Pieces,9875,
Service Charge For DFX-9000,"৳ 1,000.00",999.00 Pieces,9876,
Service Charge For Epson DLQ-3500,"৳ 1,000.00",-3.00 Pieces,13759,
Service Charge for EPSON FX-2175II,৳ 500.00,0.00 Pieces,9877,
Service Charge For Epson L-3150,৳ 500.00,0.00 Pieces,9878,
Service Charge for Epson L14150,৳ 800.00,-1.00 Pieces,9879,
Service Charge For Epson L250,৳ 500.00,0.00 Pieces,9880,
Service Charge for Epson L405,৳ 300.00,0.00 Pieces,9881,
Service Charge For Epson LQ 590II,৳ 300.00,0.00 Pieces,9882,
Service Charge For Epson LQ-50,৳ 700.00,0.00 Pieces,9883,
Service Charge For Epson LQ-50,৳ 700.00,--,13708,
Service Charge For HP 1015,৳ 500.00,0.00 Pieces,9884,
Service Charge For HP 1020,৳ 500.00,0.00 Pieces,9885,
Service Charge For HP 1022,৳ 500.00,999.00 Pieces,9886,
Service Charge For HP 1200,৳ 500.00,999.00 Pieces,9887,
Service Charge for HP 12a,৳ 300.00,0.00 Pieces,9888,
Service Charge For HP CP1525,৳ 500.00,0.00 Pieces,9889,
Service charge For HP DeskJet GT 5810 All-in-One Printer,"৳ 1,000.00",0.00 Pieces,9890,
Service Charge For HP Ink Tank 419,৳ 500.00,-1.00 Pieces,13880,
Service charge for HP Laptop,"৳ 1,000.00",0.00 Pieces,9891,
Service Charge for HP M201,৳ 800.00,0.00 Pieces,9892,
Service Charge for HP M201,৳ 700.00,-1.00 Pieces,13764,
Service Charge For HP M225,৳ 500.00,0.00 Pieces,9893,
Service Charge For HP M254,"৳ 1,500.00",0.00 Pieces,9894,
Service Charge for hp M26A,৳ 500.00,-2.00 Pieces,13821,
Service Charge For HP M4003,৳ 0.00,-1.00 Pieces,13839,
Service Charge for HP M404,"৳ 1,000.00",0.00 Pieces,9895,
Service Charge for HP M454,"৳ 1,500.00",0.00 Pieces,9896,
Service Charge For HP M501,৳ 800.00,0.00 Pieces,9897,
Service Charge For HP M605,"৳ 2,500.00",0.00 Pieces,9898,
Service Charge for HP MFP424FDW,৳ 500.00,0.00 Pieces,9899,
Service Charge For HP P2035,৳ 500.00,0.00 Pieces,9900,
Service Charge For HP P2035N,৳ 500.00,999.00 Pieces,9901,
Service Charge For HP P2055,৳ 500.00,0.00 Pieces,9902,
Service Charge For HP P2055d,৳ 800.00,"1,000.00 Pieces",9903,
Service Charge For HP P2420,"৳ 1,000.00",999.00 Pieces,9904,
Service Charge For HP Smart Tank 415,৳ 800.00,0.00 Pieces,9905,
Service Charge for HP Smart Tank 515,৳ 500.00,0.00 Pieces,9906,
Service Charge For HP-1300,৳ 800.00,"1,000.00 Pieces",9907,
Service Charge For HP-400,৳ 500.00,0.00 Pieces,9908,
Service Charge For HP-400DN,৳ 800.00,"9,994.00 Pieces",9909,
Service Charge For HP-401DN,৳ 500.00,0.00 Pieces,9910,
Service Charge For HP-402DN,৳ 500.00,0.00 Pieces,9911,
Service Charge For HP-402N,"৳ 1,000.00",0.00 Pieces,9912,
Service Charge for HP-M107A,৳ 500.00,0.00 Pieces,9913,
Service Charge For HP-M252N,"৳ 1,000.00",992.00 Pieces,9914,
Service Charge For HP-M477,"৳ 2,500.00",0.00 Pieces,9915,
Service Charge For HP-P1005,৳ 500.00,996.00 Pieces,9916,
Service Charge For HP-P1102,৳ 500.00,926.00 Pieces,9917,
Service Charge For HP-P1102W,৳ 500.00,0.00 Pieces,9918,
Service Charge For HP-P1105,৳ 500.00,"1,000.00 Pieces",9919,
Service Charge For HP-P2055D,৳ 800.00,999.00 Pieces,9920,
Service Charge For HP-P3015,"৳ 1,000.00",0.00 Pieces,9921,
Service Charge For L-380,"৳ 1,200.00",0.00 Pieces,9922,
Service Charge For L-380,৳ 500.00,-1.00 Pieces,13711,
Service Charge For L4160,৳ 500.00,0.00 Pieces,9923,
service charge for Laptop,৳ 500.00,998.00 Pieces,9924,
Service Charge For LQ-2070,৳ 800.00,999.00 Pieces,9925,
Service Charge For LQ-2090,৳ 0.00,987.00 Pieces,9926,
Service Charge For LQ-2090II,৳ 500.00,0.00 Pieces,9927,
Service Charge For LQ-2170,"৳ 1,000.00","1,000.00 Pieces",9928,
Service Charge For LQ-2180,৳ 800.00,983.00 Pieces,9929,
Service Charge For LQ-2190,৳ 800.00,869.00 Pieces,9930,
Service Charge For LQ-300+II,৳ 500.00,931.00 Pieces,9931,
Service Charge For LQ-310,৳ 0.00,555.00 Pieces,9932,
Service Charge For LQ-590,৳ 500.00,964.00 Pieces,9933,
Service Charge For LQ-590/2090,"৳ 1,000.00",983.00 Pieces,9934,
Service Charge For LQ-590K,৳ 500.00,997.00 Pieces,9935,
Service Charge For LQ-595,৳ 500.00,0.00 Pieces,9936,
Service Charge For LQ-595K,৳ 500.00,0.00 Pieces,9937,
Service Charge For LQ-680Pro,৳ 500.00,996.00 Pieces,9938,
Service Charge For Pantum P6550,৳ 500.00,-1.00 Pieces,13801,
Service Charge for Rongta 328,৳ 700.00,-1.00 Pieces,13914,
Service Charge For SAMSUNG ML-2165,৳ 500.00,999.00 Pieces,9939,
Service Charge For Xerox 3330,৳ 500.00,0.00 Pieces,9940,
Service Charge HP 12W,"৳ 1,000.00",0.00 Pieces,9941,
Service Charge Hp 1320,৳ 500.00,0.00 Pieces,9942,
Service Charge HP 26a,৳ 500.00,0.00 Pieces,9943,
Service Charge HP 2776,৳ 500.00,0.00 Pieces,9944,
Service Charge HP 3411,৳ 500.00,0.00 Pieces,9945,
Service Charge HP All In One,"৳ 1,000.00",-2.00 Pieces,9946,
Service Charge HP Color MFP281,"৳ 1,000.00",0.00 Pieces,9947,
Service Charge Hp Laser jet-1566,৳ 500.00,-1.00 Pieces,9948,
Service Charge Hp Laserjet M452,"৳ 1,500.00",0.00 Pieces,9949,
Service Charge HP LaserJet Pro M125A Printer,৳ 500.00,-2.00 Pieces,9950,
Service Charge HP LaserJet Pro M15a Printer,৳ 800.00,"111,110.00 Pieces",9951,
Service Charge HP M255,৳ 300.00,0.00 Pieces,9952,
Service Charge HP M402DN,৳ 500.00,0.00 Pieces,9953,
Service Charge HP M402DW,"৳ 1,000.00","11,106.00 Pieces",9954,
Service Charge HP M603 (Imported),"৳ 1,000.00",-1.00 Pieces,9955,
Service Charge HP MFP 135a,"৳ 1,000.00",-4.00 Pieces,9956,
Service Charge Hp Pavilion g Series,৳ 800.00,"11,110.00 Pieces",9957,
Service Charge HP Prodesk 400 G1,"৳ 1,000.00",0.00 Pieces,9958,
Service Charge HP Scanjet 200,৳ 500.00,0.00 Pieces,9959,
SERVICE CHARGE HPM130fn,৳ 500.00,0.00 Pieces,9960,
service charge M-100,৳ 500.00,998.00 Pieces,9961,
Service Charge Samsung 1666 Printer,৳ 500.00,0.00 Pieces,9962,
Service Charge Samsung Printer,৳ 500.00,0.00 Pieces,9963,
Service charge samsung scx-4521fs,৳ 0.00,0.00 Pieces,9964,
Service Charge Toshiba 2309A,"৳ 1,000.00",0.00 Pieces,9965,
SERVICE CHARGE TOSHIBA estudio,৳ 500.00,"1,000.00 Pieces",9966,
Service Charge...,"৳ 1,000.00",1.00 Pieces,9968,
Service Charge(Import),"৳ 1,000.00",2.00 Pieces,9967,
Service Parts Gear 4 Pcs Set for Toshiba E-Studio 28 / 35 / 45 / 350 / 450 / 352 / 353 / 453 / 452 / DP 3500 / 4500 (08H020),৳ 700.00,10.00 Pieces,9969,
Service Purchase,৳ 0.00,0.00 Pieces,9970,
Service Small Printer (Indoor),৳ 0.00,0.00 Pieces,9971,
Service Small Printer (Outdoor),৳ 0.00,0.00 Pieces,9972,
Service With Charging IC Replace,"৳ 1,500.00",0.00 Pieces,9973,
Service With Cooling IC Replace,"৳ 1,200.00",0.00 Pieces,9974,
"SHAFT CR GUIDE FOR LQ-590,",৳ 0.00,0.00 Pieces,9975,
Shahi 2.4A Dual USB Fast Charger For IOS/ Android,৳ 300.00,1.00 Pieces,9976,
Sharp Photocopier Toner (MX-237AT) Use For SF-2030 / AR-6020 / AR-6023 / AR-6026 / AR-6031 (Grade-A),"৳ 3,500.00",0.00 Pieces,9977,
Sharp Photocopier Toner (MX-237AT) Use For SF-2030 / AR-6020 / AR-6023 / AR-6026 / AR-6031 (Grade-B),"৳ 2,200.00",0.00 Pieces,9978,
Sharp Photocopier Toner (MX-237AT) Use For SF-2030 / AR-6020 / AR-6023 / AR-6026 / AR-6031 (Original),"৳ 6,200.00",0.00 Pieces,9979,
Shipment 15 Pourpose,"৳ 23,900.00",1.00 Pieces,9980,
Shipment 16 Pourpose,"৳ 39,000.00",1.00 Pieces,9981,
Shipment 18 Pourpose,"৳ 49,500.00",1.00 Pieces,9982,
Shipment 20 Pourpose,"৳ 29,700.00",1.00 Pieces,9983,
Shipment 20-2 Pourpose,"৳ 23,029.00",2.00 Pieces,9984,
Shipment 21 Pourpose,"৳ 64,750.00",2.00 Pieces,9985,
Shipment 22 Pourpose,৳ 12.80,"5,000.00 Pieces",9986,
Shipment 24 Pourpose,৳ 12.66,"4,350.00 Pieces",9987,
Shipment 25 Pourpose,৳ 12.70,"2,795.00 Pieces",9988,
Shipment 26 Pourpose,৳ 12.65,"3,260.00 Pieces",9989,
Shipment 27 Pourpose,৳ 12.55,"16,500.00 Pieces",9990,
Shipment 28 Pourpose,৳ 12.56,"5,000.00 Pieces",9991,
